0x1bcf98 stub=0x4ea588 id=0xd712  b'open_log'
0x2b7e08 stub=0x4e7430 id=0xccbe  b'key'
0x2b7e20 stub=0x4e7ae4 id=0xccc4  b'value'
0x2b800c stub=0x4ebd18 id=0xcd63  b'%d,%d,%d;'
0x2b87c4 stub=0x4e9030 id=0xccd7  b'CpuAbi'
0x2b87dc stub=0x4e9a50 id=0xcce0  b'SysVer'
0x2b87f4 stub=0x4eca98 id=0x7cf7  b'Brand'
0x2b880c stub=0x4ea468 id=0xcce9  b'Model'
0x2b8824 stub=0x4ead58 id=0xccf1  b'Screen'
0x2b883c stub=0x4e7310 id=0x7d0d  b'CPUName'
0x2b8a34 stub=0x4e6b40 id=0x5dc6  b'android/os/ServiceManager'
0x2b8a40 stub=0x4e8a90 id=0x5de2  b'getService'
0x2b8a4c stub=0x4e9930 id=0x5def  b'(Ljava/lang/String;)Landroid/os/IBinder;'
0x2b8c84 stub=0x4ea8e4 id=0xd5e9  b'DevCnt'
0x2b8cd8 stub=0x4eb2f8 id=0xd5f2  b'UserAppCnt'
0x2b8d38 stub=0x4ec198 id=0xd5ff  b'SysAppCnt'
0x2b90a0 stub=0x4e96f0 id=0xcd41  b'getWidth'
0x2b910c stub=0x4ea34c id=0xcd4c  b'getHeight'
0x2b9220 stub=0x4e7c04 id=0x9165  b'getDisplayMetrics'
0x2b922c stub=0x4e9270 id=0x9179  b'()Landroid/util/DisplayMetrics;'
0x2b92c8 stub=0x4eb0b8 id=0xcd58  b'hashCode'
0x2b933c stub=0x4eca98 id=0xcd6f  b'%d:%d:%x'
0x2b95f4 stub=0x4e9270 id=0x8cc9  b'/proc/self/ns/mnt'
0x2b98b8 stub=0x4ec2b8 id=0xcc3c  b'9009_new_error_alert'
0x2b993c stub=0x4e7e44 id=0xd627  b'cpfc3.zip'
0x2b9b2c stub=0x4e754c id=0xe3cb  b'cloud3_err1'
0x2b9c90 stub=0x4e94b0 id=0xe3e7  b'cp2:%d,%d,%s'
0x2b9cbc stub=0x4e84fc id=0xe3d9  b'cloud3_err2'
0x2b9d40 stub=0x4eb538 id=0xe404  b'cp3:%d,%d,%s'
0x2b9d6c stub=0x4ea588 id=0xe3f6  b'cloud3_err3'
0x2b9ebc stub=0x4ec078 id=0xda4a  b'RedFinger'
0x2b9f08 stub=0x4ecdf8 id=0xda56  b'DuoDuoYun'
0x2b9f48 stub=0x4e6b40 id=0xda62  b'XiaoDiYun'
0x2b9f9c stub=0x4e78a4 id=0xda6e  b'LeiDianYun'
0x2b9fe8 stub=0x4e8738 id=0xda7b  b'VMOSYun'
0x2ba078 stub=0x4ea588 id=0xda96  b'ZYYun'
0x2ba0c8 stub=0x4e9270 id=0xda85  b'ShuangZiXinYun'
0x2ba124 stub=0x4e65b0 id=0xe421  b'cp23:%d,%s,%s'
0x2ba150 stub=0x4ec618 id=0xe413  b'cloud3_err4'
0x2ba6e4 stub=0x4e6d78 id=0x84d8  b'tprt'
0x2ba7f4 stub=0x4ed038 id=0x2388  b'unwind_xx_info_query'
0x2ba9ac stub=0x4ea34c id=0xc0cc  b'acecrh.dat'
0x2baa5c stub=0x4eb1d8 id=0xc0d9  b'a:%x;t:%x;m:%x;s:%x'
0x2baa8c stub=0x4eca98 id=0xc0ef  b'a:%x'
0x2bafc0 stub=0x4ebf58 id=0x2ff9  b'unlock_root'
0x2bb408 stub=0x4e7430 id=0x8b82  b'/data/local/bin'
0x2bb414 stub=0x4e8854 id=0x8b94  b'/data/local/xbin'
0x2bb420 stub=0x4e9dac id=0x8ba7  b'/sbin'
0x2bb42c stub=0x4ea6a8 id=0x8baf  b'/su/bin'
0x2bb438 stub=0x4eb1d8 id=0x8bb9  b'/system/bin'
0x2bb444 stub=0x4ec198 id=0x8bc7  b'/system/bin/.ext'
0x2bb450 stub=0x4e66cc id=0x8bda  b'/system/bin/failsafe'
0x2bb45c stub=0x4e8080 id=0x8bf1  b'/system/sd/xbin'
0x2bb468 stub=0x4e94b0 id=0x8c03  b'/system/usr/we-need-root'
0x2bb474 stub=0x4eb2f8 id=0x8c1e  b'/system/xbin'
0x2bb480 stub=0x4ec3d8 id=0x8c2d  b'/cache'
0x2bb48c stub=0x4ecdf8 id=0x8c36  b'/data'
0x2bb498 stub=0x4e66cc id=0x8c3e  b'/dev'
0x2bb7e0 stub=0x4e7c04 id=0x88cd  b'/data/data/com.noshufou.android.su'
0x2bb7ec stub=0x4ea588 id=0x88f2  b'/data/data/com.noshufou.android.su.elite'
0x2bb7f8 stub=0x4e65b0 id=0x891d  b'/data/data/eu.chainfire.supersu'
0x2bb804 stub=0x4e8bb0 id=0x893f  b'/data/data/com.koushikdutta.superuser'
0x2bb810 stub=0x4eb898 id=0x8967  b'/data/data/com.thirdparty.superuser'
0x2bb81c stub=0x4e7310 id=0x898d  b'/data/data/com.yellowes.su'
0x2bb828 stub=0x4e9390 id=0x89aa  b'/data/data/com.topjohnwu.magisk'
0x2bb834 stub=0x4eb9b8 id=0x89cc  b'/data/data/com.kingroot.kinguser'
0x2bb840 stub=0x4e70d4 id=0x89ef  b'/data/data/com.kingo.root'
0x2bb84c stub=0x4e9030 id=0x8a0b  b'/data/data/com.smedialink.oneclickroot'
0x2bb858 stub=0x4ebe38 id=0x8a34  b'/data/data/com.zhiqupk.root.global'
0x2bb864 stub=0x4e7784 id=0x8a59  b'/data/data/com.alephzain.framaroot'
0x2bb870 stub=0x4ea10c id=0x8a7e  b'/data/data/com.zachspong.temprootremovejb'
0x2bb87c stub=0x4ed274 id=0x8aaa  b'/data/data/com.ramdroid.appquarantine'
0x2bb888 stub=0x4e8f10 id=0x8ad2  b'/system/app/Superuser.apk'
0x2bb894 stub=0x4eae78 id=0x8aee  b'/system/etc/init.d/99SuperSUDaemon'
0x2bb8a0 stub=0x4e67e8 id=0x8b13  b'/dev/com.koushikdutta.superuser.daemon'
0x2bb8ac stub=0x4e95d0 id=0x8b3c  b'/system/xbin/daemonsu'
0x2bb8b8 stub=0x4eb0b8 id=0x8b54  b'/data/data/me.weishu.kernelsu'
0x2bcb68 stub=0x4eccd8 id=0x8cfd  b'/system/zygisk_magic'
0x2bcb74 stub=0x4e7668 id=0x8d14  b'/system/lib/libzygisk_loader.so'
0x2bcb80 stub=0x4e9c8c id=0x8d36  b'/system/lib/libzygisk_injector.so'
0x2bcb8c stub=0x4ec4f8 id=0x8d5a  b'/system/lib64/libzygisk_loader.so'
0x2bcb98 stub=0x4e7d24 id=0x8d7e  b'/system/lib64/libzygisk_injector.so'
0x2bcf68 stub=0x4e9270 id=0x8df5  b'ksu_mtp'
0x2bd064 stub=0x4e9930 id=0xd897  b'zygisk_anonymous'
0x2bdaec stub=0x4ebad8 id=0xbe25  b'att_dev_flash'
0x2bdba0 stub=0x4e6b40 id=0xbea6  b'ro.boot.flash.locked'
0x2bdbf4 stub=0x4ea6a8 id=0xbedb  b'unlock'
0x2bdc6c stub=0x4e84fc id=0xbebd  b'ro.boot.vbmeta.device_state'
0x2bdd38 stub=0x4eb0b8 id=0xbee4  b'ro.boot.verifiedbootstate'
0x2bdd90 stub=0x4ed038 id=0xbf00  b'green'
0x2bde8c stub=0x4e6fb4 id=0xe556  b'ul:%d'
0x2bdea8 stub=0x4e6498 id=0xe54c  b'mem_dts'
0x2be3cc stub=0x4ea22c id=0xd9cb  b'sdt_err'
0x2c2d30 stub=0x4e94b0 id=0xacd3  b'ob'
0x2c2d48 stub=0x4e6b40 id=0xb15e  b'ob_crash'
0x2c3060 stub=0x4e6904 id=0x2138  b'9015'
0x2c3078 stub=0x4ec078 id=0x2122  b'SensorChangeTooMuch'
0x2c3090 stub=0x4eb1d8 id=0x2115  b'ADBOverUsb'
0x2c30a8 stub=0x4ea468 id=0x7cd5  b'SdkVer'
0x2c30c0 stub=0x4e8a90 id=0x7cbe  b'AppVer'
0x2c31ac stub=0x4ed038 id=0x2068  b'jar_ver'
0x2c3240 stub=0x4e6b40 id=0x2072  b'emulator_name'
0x2c32d4 stub=0x4e7d24 id=0x2082  b'NotEmulator'
0x2c32e0 stub=0x4e8cd0 id=0x2090  b'libdir'
0x2c3370 stub=0x4e96f0 id=0x2099  b'sdcard_path'
0x2c3400 stub=0x4ea6a8 id=0x20a7  b'sdcard_pkg_path'
0x2c3490 stub=0x4ebad8 id=0x20b9  b'app_path'
0x2c3520 stub=0x4ec738 id=0x20c4  b'cache_dir'
0x2c35e4 stub=0x4e6498 id=0x20d0  b'imei_ex'
0x2c3634 stub=0x4e7d24 id=0x20e6  b'machine_name'
0x2c36f4 stub=0x4ec738 id=0x2060  b'brand'
0x2c3750 stub=0x4e8df0 id=0x20f5  b'sys_ver'
0x2c37ac stub=0x4e9930 id=0x20ff  b'cert_md5'
0x2c3840 stub=0x4ea588 id=0x210a  b'app_name'
0x2c38d0 stub=0x4e9930 id=0x2037  b'cert_author'
0x2c3960 stub=0x4ea8e4 id=0x2045  b'package_name'
0x2c39f0 stub=0x4eb9b8 id=0x2054  b'cpu_model'
0x2c3ae4 stub=0x4e94b0 id=0x7cc7  b'AppShortVer'
0x2c3b74 stub=0x4eae78 id=0x7cde  b'cs_sessionid'
0x2c8a54 stub=0x4e65b0 id=0xb609  b'force_fake_token'
0x2c8e20 stub=0x4ea6a8 id=0xc3ef  b'%d=%s;'
0x2c8f20 stub=0x4eb0b8 id=0xc3f8  b'%s%08X'
0x2c90c8 stub=0x4e95d0 id=0xc37c  b'HANYCJLZOEUS_TOKEN2.dat'
0x2c9168 stub=0x4e8df0 id=0xd0bd  b'media_store'
0x2c9190 stub=0x4e6fb4 id=0xd0a2  b'Documents/custom/virtual'
0x2c923c stub=0x4ecf18 id=0xc34b  b'ERR'
0x2c95e4 stub=0x4e67e8 id=0xd09b  b'firm'
0x2c9840 stub=0x4eb2f8 id=0xc396  b'%s/ano_tmp'
0x2c989c stub=0x4ec198 id=0xc3a3  b'%s/files'
0x2c9928 stub=0x4ecdf8 id=0xc3ae  b'%s/Android'
0x2c9974 stub=0x4e6c5c id=0xc3bb  b'%s/FT'
0x2c99c0 stub=0x4e754c id=0xc3c3  b'%s/data'
0x2c9a0c stub=0x4e8080 id=0xc3cd  b'%s/Download'
0x2c9a58 stub=0x4e9030 id=0xc3db  b'%s/ASD'
0x2c9fd4 stub=0x4e6a20 id=0xce45  b'BrandErr'
0x2ca004 stub=0x4e7668 id=0xce50  b'ModelErr'
0x2ca05c stub=0x4e82c0 id=0xce5b  b'BatteryErr'
0x2ca08c stub=0x4e9150 id=0xce68  b'GPUErr'
0x2ca0bc stub=0x4e9b6c id=0xce71  b'SysMaxVolumesErr'
0x2ca0ec stub=0x4eb0b8 id=0xce84  b'CameraErr'
0x2ca11c stub=0x4ebe38 id=0xce90  b'SensorErr'
0x2ca14c stub=0x4ecbb8 id=0xce9c  b'KernelErr'
0x2ca174 stub=0x4e6904 id=0xcea8  b'FingerPrintErr'
0x2ca180 stub=0x4eca98 id=0xc7f7  b'ro.build.fingerprint'
0x2ca1a8 stub=0x4e7c04 id=0xceb9  b'BaseBandErr'
0x2ca1b4 stub=0x4e7430 id=0xc80e  b'gsm.version.baseband'
0x2ca1dc stub=0x4e8bb0 id=0xcec7  b'LibcInodeErr'
0x2ca204 stub=0x4e9c8c id=0xced6  b'FileSystemErr'
0x2ca22c stub=0x4eae78 id=0xcee6  b'FileFirstTimeErr'
0x2ca258 stub=0x4ec3d8 id=0xcef9  b'AppInfoErr'
0x2ca284 stub=0x4ed274 id=0xcf06  b'AndroidIdErr'
0x2ca510 stub=0x4e6e94 id=0x969  b'android/content/IntentFilter'
0x2ca5b4 stub=0x4e9150 id=0xab4  b'ACTION_BATTERY_CHANGED'
0x2ca658 stub=0x4e9150 id=0x988  b'addAction'
0x2ca6c0 stub=0x4e7668 id=0x9d4  b'registerReceiver'
0x2ca6cc stub=0x4e8bb0 id=0x9e7  b'(Landroid/content/BroadcastReceiver;Landroid/content/IntentFilter;)Landroid/content/Intent;'
0x2ca774 stub=0x4ead58 id=0xacd  b'android/os/BatteryManager'
0x2ca780 stub=0x4ea6a8 id=0xc51b  b'EXTRA_TECHNOLOGY'
0x2ca82c stub=0x4e65b0 id=0xc4e1  b'getStringExtra'
0x2ca934 stub=0x4ebad8 id=0xc401  b'%s'
0x2caa78 stub=0x4ebbf8 id=0xc52e  b'EXTRA_MAX_CHARGING_CURRENT'
0x2cab24 stub=0x4e6e94 id=0xaf9  b'getIntExtra'
0x2cab30 stub=0x4e7e44 id=0xb07  b'(Ljava/lang/String;I)I'
0x2cad14 stub=0x4e6c5c id=0xc54b  b'ACTIVITY_SERVICE'
0x2cae70 stub=0x4e81a0 id=0xc55e  b'getDeviceConfigurationInfo'
0x2cae7c stub=0x4ea22c id=0xc57b  b'()Landroid/content/pm/ConfigurationInfo;'
0x2caf18 stub=0x4ed274 id=0xc5a6  b'getGlEsVersion'
0x2cb184 stub=0x4e754c id=0xc5b7  b'AUDIO_SERVICE'
0x2cb2c8 stub=0x4e8738 id=0xc5c7  b'getStreamMaxVolume'
0x2cb3e8 stub=0x4e9ecc id=0xc5dc  b'CAMERA_SERVICE'
0x2cb4b8 stub=0x4eb1d8 id=0xc5ed  b'getCameraIdList'
0x2cb4c4 stub=0x4ec618 id=0xc5ff  b'()[Ljava/lang/String;'
0x2cb5d0 stub=0x4e70d4 id=0xc617  b'getCameraCharacteristics'
0x2cb5dc stub=0x4e8f10 id=0xc632  b'(Ljava/lang/String;)Landroid/hardware/camera2/CameraCharacteristics;'
0x2cb620 stub=0x4e6e94 id=0xc679  b'android/hardware/camera2/CameraCharacteristics'
0x2cb62c stub=0x4ec738 id=0xc72c  b'SENSOR_INFO_WHITE_LEVEL'
0x2cb638 stub=0x4ea588 id=0xc6aa  b'Landroid/hardware/camera2/CameraCharacteristics$Key;'
0x2cb684 stub=0x4e7310 id=0xc6e1  b'(Landroid/hardware/camera2/CameraCharacteristics$Key;)Ljava/lang/Object;'
0x2cb7c0 stub=0x4e7430 id=0xc746  b'CONTROL_AE_COMPENSATION_RANGE'
0x2cb93c stub=0x4e9810 id=0xc766  b'SENSOR_INFO_MAX_FRAME_DURATION'
0x2cbab8 stub=0x4ebd18 id=0xc787  b'SENSOR_INFO_PHYSICAL_SIZE'
0x2cbc40 stub=0x4ec978 id=0xc40e  b'%d:%s'
0x2cbcc4 stub=0x4e7f64 id=0xc368  b'fake_token_sensor'
0x2cbcf0 stub=0x4e6c5c id=0xc7a3  b'SENSOR_SERVICE'
0x2cbdc0 stub=0x4e7f64 id=0xc7b4  b'android/hardware/Sensor'
0x2cbdcc stub=0x4e9c8c id=0xc7ce  b'TYPE_ALL'
0x2cbe08 stub=0x4ea8e4 id=0xc7d9  b'getSensorList'
0x2cbfdc stub=0x4ebad8 id=0xc7e9  b'getMinDelay'
0x2cc06c stub=0x4ed274 id=0xc416  b'%d:%d:%s'
0x2cc154 stub=0x4e6e94 id=0xc421  b'%s,%s,%s'
0x2cc2bc stub=0x4e7ae4 id=0xc42c  b'%u:%u:%08x:%08x'
0x2cc320 stub=0x4e8f10 id=0xc43e  b'%s:%u:%u:%08x:%08x'
0x2cc390 stub=0x4ea6a8 id=0xc453  b'%llu'
0x2cc798 stub=0x4ebf58 id=0xe4d5  b'ft_oaid'
0x2cc7f4 stub=0x4e7ae4 id=0xc8dc  b'OAID'
0x2cc8cc stub=0x4e65b0 id=0xc351  b'fake_token_androidid'
0x2cc9f0 stub=0x4eb0b8 id=0xc844  b'/sdcard/Android'
0x2cca28 stub=0x4ec4f8 id=0xc856  b'/sdcard/DCIM'
0x2ccc28 stub=0x4e8bb0 id=0xc887  b'/proc/meminfo'
0x2ccc80 stub=0x4e9dac id=0xc897  b'MemTotal'
0x2cccb4 stub=0x4eaf98 id=0xc4bf  b': %llu'
0x2ccd5c stub=0x4eaa04 id=0xc8a2  b'processor'
0x2ccde8 stub=0x4eb778 id=0xc8ae  b'Fake_Token_TDM_info'
0x2cce18 stub=0x4ed038 id=0xc8c4  b'xid'
0x2cce40 stub=0x4e66cc id=0xc8ca  b'QIMEI'
0x2cce68 stub=0x4e6fb4 id=0xc8d2  b'QIMEI36'
0x2ccecc stub=0x4e67e8 id=0xc47f  b'x:%s;q:%s;Q:%s;o:%s'
0x2ccf64 stub=0x4e65b0 id=0xc865  b'/proc/sys/kernel/random/boot_id'
0x2cd0bc stub=0x4e8080 id=0xc495  b'%s;bt:%s;bd:%s;'
0x2cd0e0 stub=0x4e94b0 id=0xc4a7  b'td:%s;bt:%s;bd:%s'
0x2cd618 stub=0x4e83e0 id=0x918  b'ADB_ENABLED'
0x2cd670 stub=0x4e9390 id=0x926  b'getInt'
0x2cd67c stub=0x4e9dac id=0x92f  b'(Landroid/content/ContentResolver;Ljava/lang/String;I)I'
0x2cd758 stub=0x4eb9b8 id=0x9ac  b'android.hardware.usb.action.USB_STATE'
0x2cd820 stub=0x4ea10c id=0xa5e  b'getExtras'
0x2cd82c stub=0x4eae78 id=0xa6a  b'()Landroid/os/Bundle;'
0x2cd86c stub=0x4e83e0 id=0xaa8  b'connected'
0x2cd8a4 stub=0x4ec978 id=0xa82  b'getBoolean'
0x2cd8b0 stub=0x4e67e8 id=0xa8f  b'(Ljava/lang/String;Z)Z'
0x2cdb80 stub=0x4eccd8 id=0xae9  b'EXTRA_PLUGGED'
0x2cdca4 stub=0x4e9a50 id=0xb20  b'BATTERY_PLUGGED_USB'
0x2cdd74 stub=0x4eccd8 id=0xb4d  b'wifi_adb'
0x2cfac8 stub=0x4eb418 id=0x7b3  b'()V'
0x2d0460 stub=0x4ec618 id=0x88b  b'getApplication'
0x2d046c stub=0x4e6904 id=0x89c  b'()Landroid/app/Application;'
0x2d08fc stub=0x4e7668 id=0x77c  b'sendDataToSvr'
0x2d0908 stub=0x4e8854 id=0x78c  b'([BI)I'
0x2d0ef8 stub=0x4ec078 id=0x832e  b'com/tencent/tp/MainThreadDispatcher2'
0x2d0fa8 stub=0x4e7c04 id=0x8355  b'com/tencent/tp/TssJavaMethod'
0x2d170c stub=0x4eac3c id=0xea3c  b'com/tencent/gcloud/plugin/PluginUtils'
0x2d2330 stub=0x4e7668 id=0x158c  b'%s/tersafeupdate2.jar'
0x2d26dc stub=0x4ec198 id=0x15cf  b'%s/tpup.zip'
0x2d2760 stub=0x4e9150 id=0x15a4  b'%s/tpup.so.tmp'
0x2d2780 stub=0x4eb898 id=0x307  b'tpup.so'
0x2d27bc stub=0x4ed274 id=0x157a  b'%s/tpup.dex.tmp'
0x2d27dc stub=0x4ec3d8 id=0x311  b'tpup.dex'
0x2d287c stub=0x4e9ecc id=0x154c  b'%s/%d/%08X/tpup.zip'
0x2d2884 stub=0x4eb778 id=0x1562  b'%s/%d/%08X/tpup64.zip'
0x2d3094 stub=0x4e71f4 id=0xc  b'ab+'
0x2d3318 stub=0x4ed274 id=0x144e  b'java/net/URL'
0x2d3374 stub=0x4e7310 id=0x145d  b'openConnection'
0x2d3380 stub=0x4e861c id=0x146e  b'()Ljava/net/URLConnection;'
0x2d33d8 stub=0x4ea6a8 id=0x148b  b'disconnect'
0x2d34f8 stub=0x4eb538 id=0x1498  b'setConnectTimeout'
0x2d3558 stub=0x4ecbb8 id=0x14ac  b'setReadTimeout'
0x2d3754 stub=0x4e6e94 id=0x14bd  b'GET'
0x2d37e8 stub=0x4e754c id=0x14c3  b'setRequestMethod'
0x2d38a0 stub=0x4e8a90 id=0x14d6  b'getResponseCode'
0x2d394c stub=0x4e9ecc id=0x14e8  b'getInputStream'
0x2d3958 stub=0x4eb1d8 id=0x14f9  b'()Ljava/io/InputStream;'
0x2d3a08 stub=0x4ecf18 id=0x1513  b'close'
0x2d3bb8 stub=0x4e67e8 id=0x151b  b'([B)I'
0x2d4cd8 stub=0x4eb0b8 id=0xa06c  b'recycle'
0x2d4f54 stub=0x4ed274 id=0x9dce  b'/dev/binder'
0x2d5008 stub=0x4e8080 id=0x9de9  b'android.os.IServiceManager'
0x2d5d34 stub=0x4e71f4 id=0x9ddc  b'binder_apk'
0x2d6330 stub=0x4ea10c id=0x9e06  b'binder:err1:%d,cnt1:%d;err2:%d,cnt2:%d'
0x2d6818 stub=0x4ed154 id=0x9ef9  b'android.intent.action.MAIN'
0x2d68a0 stub=0x4e84fc id=0x9fe1  b'(Ljava/lang/String;)V'
0x2d7de0 stub=0x4e754c id=0xa0ff  b'readString'
0x2d7e54 stub=0x4ed154 id=0x9f5d  b'android.content.pm.PackageInfo'
0x2d7ea8 stub=0x4e861c id=0x9f7e  b'android.content.pm.ResolveInfo'
0x2d7f94 stub=0x4e83e0 id=0xa10c  b'dataPosition'
0x2daf2c stub=0x4e9030 id=0x185f  b'initialize'
0x2dcffc stub=0x4e9810 id=0x179e  b'jar_ver:'
0x2dd09c stub=0x4ea468 id=0x17a9  b'jar_ver:update:'
0x2dd474 stub=0x4eac3c id=0xe58c  b'func=%s|key=%s|value=%s'
0x2de2cc stub=0x4e754c id=0x13b  b'device_info'
0x2de31c stub=0x4e9270 id=0x8d  b'report_apk'
0x2de33c stub=0x4ea10c id=0x9a  b'ignore_sys_apk'
0x2de35c stub=0x4eb418 id=0xab  b'sensor_detect'
0x2de38c stub=0x4ec3d8 id=0x55  b'inf_cl:1|%d|%d|%d|%08x'
0x2de9e4 stub=0x4e9ecc id=0x9ae4  b'vpn:%d'
0x2dea88 stub=0x4e83e0 id=0xe9b4  b'apk_cnt:%d,sys_cnt:%d,adb:%d,cache_exists:%d,hist_adb:%d,rate:%d'
0x2debb8 stub=0x4e8a90 id=0x17f6  b'SImei:%s'
0x2dec10 stub=0x4e6498 id=0x30d4  b'%s:%x'
0x2dec1c stub=0x4eb658 id=0x74b1  b'libc_word'
0x2df0b8 stub=0x4e8bb0 id=0x9ad3  b'sdcard-path:%s'
0x2df120 stub=0x4e7430 id=0x9abe  b'sdcard-pkg-path:%s'
0x2df188 stub=0x4e65b0 id=0x9ab1  b'lib-dir:%s'
0x2df238 stub=0x4ebbf8 id=0x9a9a  b'Brand:%s'
0x2df2d8 stub=0x4ea8e4 id=0x9a89  b'PackageName:%s'
0x2df344 stub=0x4e9a50 id=0x9a7c  b'AppName:%s'
0x2df3cc stub=0x4e7ae4 id=0x9a60  b'CpuModel:%s'
0x2df524 stub=0x4eb778 id=0x9a32  b'CpuAbi:%s'
0x2df5cc stub=0x4ebad8 id=0x755  b'tss_main:%s,0x%lx'
0x46efe8 stub=0x4e9030 id=0xa563  b'axml_crash'
0x4753d0 stub=0x4ed274 id=0xc12a  b"\xb3x\x1d,\x7f=nX4a\xdc\xb6\xd5\xa0\xe4\xb2\xbc\x1fN\xce\x86Q\xa5\x9cM\xbdS\xa6dT\xf6\xe6\xdc\xda'U\x98M\xae\xbdg\x90Q\xbf\x82\xe5\xac\xb9@$\xd4\xce\x9c\xa6\x8aHh"
0x475550 stub=0x4ed274 id=0xc0f6  b'CrashProtector'
0x4872ac stub=0x4ed154 id=0x769  b'APK Sig Block 42'
0x4a0cb4 stub=0x4e8854 id=0x86e4  b'ano.rwc3.tmp'
0x4b78b8 stub=0x4e9b6c id=0x8f29  b'/system/lib/libc.so'
0x4b78c4 stub=0x4eb418 id=0x8f3f  b'/system/lib64/libc.so'
0x4c0430 stub=0x4e8738 id=0x82fb  b'files_dir=/data/data/com.tencent.tp/files|wait=0'
0x4c17c8 stub=0x4e9b6c id=0xc2b9  b'gcloud_connector'
0x4c1844 stub=0x4e754c id=0xc2fb  b'GCloud'
0x4c1b94 stub=0x4e6b40 id=0xd292  b'con_ec'
0x4c1bc0 stub=0x4e754c id=0xd29b  b'enable'
0x4c247c stub=0x4ec858 id=0xc2e1  b'GCloudCtrl'
0x4c24d4 stub=0x4e66cc id=0xc2ee  b'GCloudCore'
0x4c2ac0 stub=0x4ed394 id=0x7cff  b'PackageName'
0x4c2b74 stub=0x4eb2f8 id=0x7d46  b'UUID'
0x4c2f98 stub=0x4e70d4 id=0x8413  b'TSSInit'
0x4c2fa4 stub=0x4eb898 id=0x8453  b'tss_sdk_init_start'
0x4c32c8 stub=0x4ed038 id=0x8468  b'tss_sdk_init_finish'
0x4c3360 stub=0x4e9030 id=0x842f  b'TSSConnectionCount'
0x4c336c stub=0x4eb418 id=0x84b3  b'tss_connect_count'
0x4c3454 stub=0x4ea7c8 id=0x8444  b'TSSHeartBeat'
0x4c3460 stub=0x4eca98 id=0x84c7  b'tss_heart_beat'
0x4c3540 stub=0x4e8738 id=0x83c3  b'TssSDKOnResume'
0x4c3558 stub=0x4ecf18 id=0x839f  b'TssSDKSetUserInfo'
0x4c3584 stub=0x4eb2f8 id=0x83ea  b'TssSDKDelReportData'
0x4c3590 stub=0x4ec078 id=0x8392  b'TssSDKInit'
0x4c359c stub=0x4e754c id=0x83b3  b'TssSDKOnPause'
0x4c35c0 stub=0x4e9a50 id=0x83d4  b'TssSDKGetReportData'
0x4c35e4 stub=0x4ecbb8 id=0x8400  b'TssSDKOnRecvData'
0x4c63b4 stub=0x4ec618 id=0xe6cf  b'com.tencent.pao'
0x4c63cc stub=0x4e6a20 id=0xe6e1  b'com.tencent.feiji'
0x4c63e4 stub=0x4e8080 id=0xe6f5  b'com.tencent.tmgp.cf'
0x4c63fc stub=0x4e9930 id=0xe70b  b'com.tencent.KiHan'
0x4c6414 stub=0x4eaf98 id=0xe71f  b'com.tencent.gwgo'
0x4c642c stub=0x4ec4f8 id=0xe732  b'com.tencent.tmgp.speedmobile'
0x4c6444 stub=0x4e7784 id=0xe751  b'com.tencent.tmgp.WePop'
0x4c645c stub=0x4e9390 id=0xe76a  b'com.tencent.tmgp.pubgmhd'
0x4c6474 stub=0x4eb1d8 id=0xe785  b'com.tencent.af'
0x4c648c stub=0x4ec4f8 id=0xe796  b'com.tencent.hyrzol'
0x4c64a4 stub=0x4e6c5c id=0xe7ab  b'com.tencent.ig'
0x4c64bc stub=0x4e7f64 id=0xe7bc  b'com.vng.pubgmobile'
0x4c64d4 stub=0x4e96f0 id=0xe7d1  b'com.rekoo.pubgm'
0x4c64ec stub=0x4eab20 id=0xe7e3  b'com.tencent.mf.uam'
0x4c6504 stub=0x4ec2b8 id=0xe7f8  b'com.pubg.imobile'
0x4c651c stub=0x4e67e8 id=0xe80b  b'com.proximabeta.mf.uamo'
0x4c6534 stub=0x4e84fc id=0xe825  b'com.tencent.tmgp.dnf'
0x4c654c stub=0x4e9ecc id=0xe83c  b'com.tencent.tmgp.sgame'
0x4c6564 stub=0x4ebad8 id=0xe855  b'com.tencent.tmgp.qqx5'
0x4c657c stub=0x4e65b0 id=0xe86d  b'com.tencent.tmgp.mt4'
0x4c6594 stub=0x4e7f64 id=0xe884  b'com.tencent.tmgp.gnyx'
0x4c65ac stub=0x4e9a50 id=0xe89c  b'com.tencent.tmgp.dfm'
0x4c65c4 stub=0x4eb418 id=0xe8b3  b'com.proxima.dfm'
0x4c65dc stub=0x4ec858 id=0xe8c5  b'com.ngame.allstar.eu'
0x4c65f4 stub=0x4e71f4 id=0xe8dc  b'com.tencent.iglite'
0x4c660c stub=0x4e8970 id=0xe8f1  b'com.pubg.krmobile'
0x4c6624 stub=0x4e9fec id=0xe905  b'com.levelinfinite.sgameGlobal.midaspay'
0x4c663c stub=0x4ecdf8 id=0xe92e  b'com.garena.game.kgvn'
0x4c6654 stub=0x4e6fb4 id=0x82e6  b'com.tencent.tptest'
0x4c666c stub=0x4e7784 id=0xe945  b'com.garena.game.kgth'
0x4c6684 stub=0x4e9150 id=0xe95c  b'com.tencent.tmgp.codev'
0x4c669c stub=0x4ead58 id=0xe975  b'com.tencent.letsgo'
0x4c6a1c stub=0x4e9ecc id=0xfc  b'down_mrpcs'
0x4c7d5c stub=0x4ed154 id=0x5d9  b'tcj_wifi_limit'
